,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,snow,snowdepth,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,moonphase,CDD,HDD
2012-11-29,6.2,1.0,3.7,3.5,-2.9,0.3,-5.2,52.6,0.0,0.0,0.0,0.0,0.0,20.0,248.9,1026.2,14.3,15.4,116.0,10.0,5.0,0.54,0.0,26.0
2012-11-30,7.7,2.9,5.3,6.1,-1.2,3.3,-2.4,58.1,0.0,0.0,0.0,0.0,0.0,24.0,46.6,1028.6,66.7,15.2,100.0,8.6,5.0,0.57,0.0,23.0
2012-12-01,5.0,2.4,3.8,2.7,-2.3,-0.1,0.9,81.8,0.0,0.0,0.0,0.0,0.0,23.2,51.1,1031.6,99.9,13.6,80.9,7.1,4.0,0.6,0.0,26.0
2012-12-02,10.6,4.9,7.6,10.6,2.6,6.8,5.9,89.5,1.012,100.0,12.5,0.0,0.0,12.2,269.4,1025.1,82.1,6.5,49.9,4.4,2.0,0.64,0.0,19.0
2012-12-03,16.2,8.9,12.2,16.2,8.1,12.1,7.3,73.5,0.0,0.0,0.0,0.0,0.0,16.8,279.1,1022.1,44.1,12.2,100.7,8.8,4.0,0.67,0.0,11.0
2012-12-04,16.4,8.4,11.5,16.4,7.2,11.3,9.4,87.2,1.455,100.0,16.67,0.0,0.0,13.5,100.9,1022.1,60.4,10.3,54.0,4.5,2.0,0.71,0.0,12.0
2012-12-05,13.7,2.1,9.9,13.7,-2.8,8.7,2.0,59.7,0.162,100.0,16.67,0.0,0.0,30.6,302.7,1017.3,54.2,16.0,80.2,6.9,4.0,0.74,0.0,15.0
2012-12-06,4.4,-1.3,1.8,4.3,-6.2,-0.5,-8.3,47.6,0.0,0.0,0.0,0.0,0.0,19.6,351.4,1026.0,23.2,16.0,115.3,9.9,5.0,0.75,0.0,29.0
2012-12-07,7.1,1.8,4.8,7.1,-1.4,4.0,1.5,79.7,3.273,100.0,41.67,0.0,0.0,10.9,266.6,1021.3,80.1,11.7,32.5,2.9,2.0,0.81,0.0,24.0
2012-12-08,10.2,6.7,8.3,10.2,5.0,7.4,7.3,93.8,8.472,100.0,25.0,0.0,0.0,11.3,326.3,1013.7,98.4,5.3,94.3,8.0,4.0,0.84,0.0,18.0
2012-12-09,10.0,6.0,7.4,10.0,2.9,5.4,5.0,84.8,4.097,100.0,50.0,0.0,0.0,19.4,40.8,1020.9,89.6,11.2,31.4,2.7,2.0,0.88,0.0,19.0
2012-12-10,15.0,6.8,11.7,15.0,3.9,11.2,11.0,95.9,3.295,100.0,29.17,0.0,0.0,16.0,245.3,1006.7,100.0,5.5,37.1,3.1,2.0,0.91,0.0,11.0
2012-12-11,14.0,5.4,7.6,14.0,2.3,5.5,1.0,63.8,1.206,100.0,25.0,0.0,0.0,21.0,318.2,1012.7,91.7,15.5,83.7,7.2,4.0,0.94,0.0,19.0
2012-12-12,6.3,3.1,4.6,5.2,0.8,3.1,-4.7,51.3,0.0,0.0,0.0,0.0,0.0,13.9,329.5,1027.5,37.1,16.0,51.8,4.3,2.0,0.98,0.0,24.0
2012-12-13,7.2,2.8,4.7,7.2,1.2,4.0,-4.2,53.3,0.0,0.0,0.0,0.0,0.0,12.1,25.4,1029.5,19.1,16.0,111.3,9.6,5.0,0.0,0.0,24.0
2012-12-14,9.5,2.3,5.6,8.5,-1.1,3.4,-4.7,48.6,0.0,0.0,0.0,0.0,0.0,20.5,248.8,1023.7,18.4,16.0,110.9,9.6,5.0,0.04,0.0,22.0
2012-12-15,8.1,3.0,5.9,8.1,1.7,4.6,-2.0,57.2,0.0,0.0,0.0,0.0,0.0,12.4,59.4,1024.6,39.8,15.9,74.9,6.4,3.0,0.08,0.0,22.0
2012-12-16,8.4,6.2,7.1,5.8,2.0,4.4,4.6,84.7,6.042,100.0,45.83,0.0,0.0,27.5,74.3,1017.8,99.5,10.7,20.8,1.7,1.0,0.11,0.0,20.0
2012-12-17,6.2,4.6,5.7,3.7,0.7,2.4,4.7,93.2,9.105,100.0,50.0,0.0,0.0,26.1,55.2,1010.4,100.0,9.2,46.2,4.0,2.0,0.14,0.0,22.0
2012-12-18,12.4,6.4,8.7,12.4,3.3,7.1,5.7,82.4,15.515,100.0,37.5,0.0,0.0,26.7,296.0,999.8,88.6,11.1,87.6,7.3,4.0,0.18,0.0,17.0
2012-12-19,8.3,4.6,6.4,5.7,0.8,2.8,-2.4,53.9,0.0,0.0,0.0,0.0,0.0,36.3,298.6,1009.9,33.4,16.0,108.0,9.3,5.0,0.21,0.0,21.0
2012-12-20,7.9,2.1,4.6,6.4,0.0,2.5,-1.8,63.3,0.048,100.0,4.17,0.0,0.0,19.1,59.7,1019.4,45.1,15.9,41.6,3.8,2.0,0.25,0.0,24.0
2012-12-21,13.8,3.3,7.8,13.8,-1.0,5.0,3.4,74.5,20.147,100.0,45.83,0.0,0.0,46.5,192.9,993.1,99.4,12.6,92.0,7.9,5.0,0.28,0.0,18.0
2012-12-22,3.5,2.2,3.0,-1.1,-2.7,-1.9,-5.4,55.4,0.0,0.0,0.0,0.0,0.0,35.2,284.5,1000.9,80.0,16.0,89.6,7.6,4.0,0.31,0.0,27.0
2012-12-23,5.5,2.1,3.8,4.2,-2.3,0.5,-6.9,46.3,0.0,0.0,0.0,0.0,0.0,21.9,267.1,1012.4,37.7,16.0,106.3,9.1,5.0,0.34,0.0,26.0
2012-12-24,3.9,0.9,2.3,3.7,-2.4,0.4,-5.3,58.5,1.971,100.0,16.67,0.0,0.0,11.6,333.3,1016.5,41.7,14.1,75.1,6.5,4.0,0.38,0.0,28.0
2012-12-25,5.0,0.6,2.7,1.3,-2.8,-0.4,-0.9,78.0,1.502,100.0,29.17,0.0,0.0,18.9,352.4,1017.7,79.1,12.6,98.5,8.4,4.0,0.41,0.0,28.0
2012-12-26,4.2,-2.0,0.3,-1.9,-7.3,-5.0,-3.1,78.3,17.428,100.0,37.5,0.0,0.0,41.2,56.9,1018.2,64.7,12.1,19.5,1.7,1.0,0.44,0.0,32.0
2012-12-27,4.5,-0.8,2.6,0.4,-8.1,-2.8,-0.8,79.4,18.925,100.0,45.83,0.0,0.0,42.1,341.3,998.9,97.2,12.7,45.8,3.8,3.0,0.48,0.0,28.0
2012-12-28,3.1,-0.8,0.4,-0.6,-7.1,-4.1,-6.2,61.2,0.0,0.0,0.0,0.0,0.0,28.0,308.6,1015.9,48.3,16.0,98.5,8.6,5.0,0.5,0.0,32.0
2012-12-29,1.2,-1.0,0.1,-0.1,-5.5,-3.2,-2.8,81.2,6.348,100.0,45.83,0.0,0.0,18.8,19.7,1007.9,79.0,10.9,53.3,4.4,3.0,0.54,0.0,32.0
2012-12-30,1.4,-1.8,-0.2,-3.9,-8.2,-6.1,-8.4,55.1,0.0,0.0,0.0,0.1,0.2,33.6,303.2,1012.3,28.8,16.0,108.2,9.1,5.0,0.58,0.0,33.0
2012-12-31,3.3,-2.0,0.8,-0.4,-6.7,-3.5,-7.6,53.6,0.0,0.0,0.0,0.0,0.1,24.4,256.0,1018.4,57.8,16.0,75.1,6.4,4.0,0.61,0.0,31.0
2013-01-01,4.2,-2.5,2.7,0.9,-10.3,-1.3,-5.3,55.8,0.0,0.0,0.0,0.0,0.0,35.0,283.3,1012.4,76.5,16.0,26.6,2.2,1.0,0.65,0.0,28.0
2013-01-02,0.4,-5.2,-2.4,-4.3,-10.9,-7.0,-11.6,49.6,0.0,0.0,0.0,0.0,0.0,27.7,308.6,1017.8,34.6,16.0,94.3,8.2,4.0,0.68,0.0,37.0
2013-01-03,0.3,-3.8,-1.7,-1.9,-7.2,-5.5,-9.7,55.0,0.0,0.0,0.0,0.0,0.0,24.7,277.7,1020.4,43.7,16.0,85.0,7.4,3.0,0.72,0.0,36.0
2013-01-04,3.0,-0.6,1.3,-1.5,-4.8,-3.1,-7.1,53.8,0.0,0.0,0.0,0.0,0.0,31.2,258.4,1016.5,42.2,16.0,108.7,9.5,5.0,0.75,0.0,30.0
2013-01-05,6.0,0.2,2.7,4.3,-4.9,-0.5,-7.2,48.5,0.0,0.0,0.0,0.0,0.0,23.1,284.2,1022.1,28.2,16.0,113.4,9.8,5.0,0.79,0.0,28.0
2013-01-06,7.5,1.2,4.1,5.5,-2.5,1.2,-3.3,59.6,0.0,0.0,0.0,0.0,0.0,19.9,248.2,1018.4,67.5,13.9,110.1,9.6,5.0,0.82,0.0,25.0
2013-01-07,7.1,3.1,4.8,5.1,0.0,2.5,-4.9,50.6,0.0,0.0,0.0,0.0,0.0,21.6,296.4,1024.8,16.7,16.0,114.1,9.9,5.0,0.86,0.0,24.0
2013-01-08,8.5,1.6,5.0,6.4,-2.3,2.4,-2.8,57.8,0.0,0.0,0.0,0.0,0.0,15.6,232.6,1028.5,18.6,15.1,107.2,9.2,5.0,0.89,0.0,24.0
2013-01-09,9.5,3.2,6.6,7.7,1.6,5.2,0.1,63.2,0.0,0.0,0.0,0.0,0.0,29.3,242.3,1025.3,50.1,13.1,68.2,5.9,3.0,0.93,0.0,21.0
2013-01-10,8.6,4.6,6.6,6.2,2.1,4.1,-4.6,45.2,0.0,0.0,0.0,0.0,0.0,22.3,308.5,1030.5,20.4,16.0,120.3,10.5,5.0,0.96,0.0,21.0
2013-01-11,7.3,2.9,4.9,6.3,0.2,3.0,-0.5,69.7,12.548,100.0,29.17,0.0,0.0,12.4,68.5,1028.0,68.4,13.0,53.8,4.8,3.0,0.0,0.0,24.0
2013-01-12,8.0,6.3,7.0,7.2,3.9,5.7,6.0,93.9,1.615,100.0,20.83,0.0,0.0,12.4,35.7,1020.2,100.0,5.9,39.9,3.4,2.0,0.03,0.0,20.0
2013-01-13,9.6,6.1,7.7,9.6,5.1,6.9,6.7,93.7,0.0,0.0,0.0,0.0,0.0,11.4,145.7,1019.1,100.0,5.7,43.1,3.8,2.0,0.06,0.0,19.0
2013-01-14,15.8,4.0,10.6,15.8,0.8,10.0,5.9,75.3,1.55,100.0,8.33,0.0,0.0,19.8,330.0,1019.2,93.4,10.2,66.5,5.7,4.0,0.09,0.0,13.0
2013-01-15,3.6,1.9,2.9,1.6,-2.1,-0.2,-2.8,66.9,2.898,100.0,25.0,0.0,0.0,17.8,19.5,1025.4,99.5,15.7,19.9,1.7,1.0,0.13,0.0,27.0
2013-01-16,2.8,0.1,1.3,1.3,-4.3,-1.3,-0.1,90.0,18.04,100.0,62.5,0.0,0.0,20.7,7.0,1015.8,94.3,8.9,51.7,4.5,2.0,0.16,0.0,30.0
2013-01-17,6.2,2.4,4.3,5.1,-1.0,1.6,-2.9,60.2,0.0,0.0,0.0,0.0,0.0,17.1,304.3,1016.3,55.5,16.0,74.2,6.4,3.0,0.19,0.0,25.0
2013-01-18,2.0,-3.5,-1.6,-1.3,-9.3,-6.1,-12.5,44.5,0.0,0.0,0.0,0.0,0.0,19.9,329.3,1026.8,51.4,15.9,110.1,9.7,4.0,0.25,0.0,35.0
2013-01-19,10.9,-1.2,4.6,10.9,-6.8,1.0,-6.1,46.9,0.0,0.0,0.0,0.0,0.0,31.6,225.3,1022.2,28.8,16.0,129.8,11.3,5.0,0.26,0.0,24.0
2013-01-20,12.1,-0.4,6.6,12.1,-5.6,3.8,-6.1,42.3,0.0,0.0,0.0,0.0,0.0,33.2,262.0,1009.8,16.5,16.0,129.4,11.3,5.0,0.29,0.0,21.0
2013-01-21,-0.3,-2.9,-1.5,-0.9,-7.9,-5.0,-12.1,44.6,0.0,0.0,0.0,0.0,0.0,21.3,291.0,1015.5,67.6,16.0,76.4,6.7,4.0,0.32,0.0,35.0
2013-01-22,-2.2,-9.6,-6.3,-7.0,-18.1,-13.6,-17.1,43.2,0.0,0.0,0.0,0.0,0.0,33.4,294.9,1016.4,40.4,15.8,82.1,7.2,4.0,0.35,0.0,44.0
2013-01-23,-7.0,-11.7,-9.5,-13.2,-19.4,-16.3,-20.3,41.5,0.0,0.0,0.0,0.0,0.0,22.5,293.4,1022.8,31.9,16.0,78.6,6.8,3.0,0.39,0.0,50.0
2013-01-24,-5.2,-10.5,-8.0,-12.4,-16.0,-14.3,-18.4,44.1,0.0,0.0,0.0,0.0,0.0,34.9,316.3,1024.1,28.6,16.0,106.3,9.2,5.0,0.42,0.0,47.0
2013-01-25,-4.7,-10.5,-7.9,-6.7,-18.7,-13.0,-15.4,56.6,1.59,100.0,16.67,0.5,0.2,23.0,286.5,1025.7,50.2,13.6,67.1,5.7,3.0,0.45,0.0,47.0
2013-01-26,-2.7,-8.9,-6.2,-8.1,-15.0,-12.1,-13.4,58.4,0.0,0.0,0.0,0.3,0.7,26.2,313.3,1021.2,20.3,16.0,132.4,11.4,5.0,0.5,0.0,44.0
2013-01-27,1.1,-6.9,-3.1,-2.5,-13.3,-7.5,-13.0,47.9,2.408,100.0,25.0,0.0,0.4,18.0,297.6,1031.4,10.9,16.0,142.7,12.2,6.0,0.52,0.0,38.0
2013-01-28,1.9,-1.8,0.2,-1.1,-5.2,-2.5,-4.9,70.9,5.093,100.0,37.5,0.0,0.3,15.6,223.1,1024.8,86.2,9.8,43.3,3.8,2.0,0.55,0.0,32.0
2013-01-29,8.4,2.2,5.2,7.3,-0.9,3.5,2.6,83.4,1.971,100.0,12.5,0.0,0.0,14.2,77.5,1018.7,96.4,8.3,94.1,8.1,4.0,0.59,0.0,23.0
2013-01-30,13.4,3.8,8.9,13.4,1.6,8.2,7.4,90.8,0.793,100.0,25.0,0.0,0.0,23.4,126.9,1008.1,96.1,7.0,101.4,8.8,5.0,0.62,0.0,16.0
2013-01-31,15.6,-1.0,7.7,15.6,-7.8,4.2,-1.2,56.7,22.716,100.0,37.5,0.0,0.0,56.5,256.0,995.9,58.1,13.9,145.5,12.6,6.0,0.66,0.0,19.0
2013-02-01,-0.7,-4.1,-2.0,-4.0,-10.9,-7.6,-12.5,44.9,0.0,0.0,0.0,0.0,0.0,31.8,284.1,1013.5,51.7,16.0,50.3,4.3,2.0,0.7,0.0,36.0
2013-02-02,-1.9,-7.0,-4.2,-5.2,-13.2,-9.1,-13.7,49.2,0.16,100.0,4.17,0.2,0.0,21.4,257.0,1022.4,56.4,14.6,130.4,11.1,6.0,0.73,0.0,40.0
2013-02-03,-0.9,-4.1,-2.8,-1.5,-8.1,-5.3,-7.6,70.0,0.761,100.0,16.67,0.2,0.1,13.7,336.2,1012.2,74.4,13.2,57.8,5.0,3.0,0.75,0.0,38.0
2013-02-04,-1.4,-4.8,-2.6,-1.9,-11.6,-7.9,-12.5,47.2,0.0,0.0,0.0,0.0,0.0,27.0,273.5,1013.0,45.6,15.8,130.3,11.3,6.0,0.8,0.0,37.0
2013-02-05,-0.3,-2.2,-1.4,-1.9,-6.2,-4.7,-4.6,79.2,0.576,100.0,12.5,0.0,0.0,16.5,43.6,1013.6,100.0,9.5,73.8,6.2,4.0,0.84,0.0,35.0
2013-02-06,4.1,-1.0,0.9,1.6,-5.1,-2.2,-6.6,61.3,0.0,0.0,0.0,0.0,0.0,24.6,307.2,1019.1,53.2,12.0,149.7,12.8,6.0,0.87,0.0,31.0
2013-02-07,-0.1,-3.1,-1.6,-3.1,-7.0,-5.2,-13.2,41.2,0.0,0.0,0.0,0.0,0.0,14.7,49.2,1030.4,42.2,16.0,58.8,5.0,3.0,0.91,0.0,35.0
2013-02-08,1.4,-1.9,0.4,-2.9,-7.5,-5.2,-2.2,83.2,21.9,100.0,70.83,3.8,1.3,36.7,49.5,1014.2,100.0,7.0,17.2,1.3,1.0,0.94,0.0,32.0
2013-02-09,0.4,-5.4,-2.1,-5.6,-10.8,-7.9,-8.7,63.5,12.266,100.0,20.83,4.6,7.0,36.5,318.5,1015.7,45.1,10.1,154.9,13.5,6.0,0.98,0.0,36.0
2013-02-10,1.9,-7.9,-2.9,1.9,-13.2,-5.3,-11.8,51.4,0.0,0.0,0.0,0.0,6.6,17.6,306.9,1029.2,19.1,16.0,170.2,14.7,6.0,0.0,0.0,38.0
2013-02-11,6.6,0.7,4.3,6.6,-1.8,3.2,2.2,87.0,12.254,100.0,41.67,0.0,4.8,11.2,298.3,1014.3,91.0,6.8,20.2,1.8,1.0,0.05,0.0,25.0
2013-02-12,6.6,3.0,5.1,4.8,-0.1,1.7,-3.5,54.5,0.0,0.0,0.0,0.0,2.3,27.4,276.5,1010.7,59.9,16.0,165.8,14.3,6.0,0.08,0.0,23.0
2013-02-13,6.5,0.6,3.4,5.4,-2.2,2.0,-4.7,55.7,0.048,100.0,4.17,0.0,0.6,11.7,358.9,1010.0,42.1,15.7,164.7,14.2,6.0,0.11,0.0,26.0
2013-02-14,7.9,0.9,3.7,6.2,-3.4,1.7,-2.6,65.6,0.698,100.0,8.33,0.0,0.2,17.3,293.4,1012.3,34.0,14.5,169.1,14.5,6.0,0.14,0.0,26.0
2013-02-15,11.9,2.7,6.5,11.9,-0.7,4.7,-0.5,62.0,0.0,0.0,0.0,0.0,0.1,15.6,220.8,1014.7,36.4,13.4,170.9,14.8,6.0,0.17,0.0,21.0
2013-02-16,5.3,0.0,2.2,1.1,-5.4,-1.6,-3.8,66.2,0.57,100.0,12.5,0.0,0.0,23.6,2.3,1012.3,98.4,15.5,75.5,6.5,3.0,0.21,0.0,29.0
2013-02-17,-0.6,-7.6,-2.7,-6.4,-16.3,-9.6,-15.3,37.8,0.0,0.0,0.0,0.2,0.1,41.2,319.6,1007.5,57.6,16.0,153.0,13.5,7.0,0.25,0.0,37.0
2013-02-18,1.6,-7.9,-3.2,-2.0,-16.4,-9.0,-15.7,38.7,0.0,0.0,0.0,0.0,0.0,28.4,287.1,1021.3,9.5,16.0,189.0,16.2,7.0,0.27,0.0,38.0
2013-02-19,8.2,0.7,4.7,6.4,-2.9,2.0,-2.7,61.0,4.285,100.0,37.5,0.0,0.0,21.4,213.3,1013.5,60.3,15.0,100.9,8.7,6.0,0.3,0.0,24.0
2013-02-20,3.3,-3.1,-0.4,-1.4,-9.9,-6.4,-10.9,45.5,0.0,0.0,0.0,0.0,0.0,31.2,286.6,1010.4,50.3,16.0,156.7,13.5,7.0,0.33,0.0,33.0
2013-02-21,1.1,-3.9,-2.1,-4.2,-11.2,-8.0,-12.0,47.0,0.0,0.0,0.0,0.0,0.0,29.0,303.1,1017.7,40.5,16.0,188.2,16.3,7.0,0.37,0.0,36.0
2013-02-22,2.9,-3.7,-0.1,1.1,-10.0,-3.9,-6.6,61.9,0.0,0.0,0.0,0.0,0.0,20.4,51.9,1027.1,48.0,16.0,105.8,9.0,5.0,0.4,0.0,33.0
2013-02-23,5.2,2.2,3.2,1.9,-3.1,-0.2,1.8,90.8,6.774,100.0,41.67,0.0,0.0,24.9,69.2,1017.8,100.0,7.6,25.9,2.3,1.0,0.43,0.0,27.0
2013-02-24,8.0,1.2,4.1,5.9,-3.6,0.5,-0.9,72.0,0.425,100.0,16.67,0.0,0.0,25.5,323.5,1009.4,87.5,14.1,155.3,13.4,7.0,0.46,0.0,25.0
2013-02-25,6.8,0.2,3.8,6.2,-4.0,1.4,-4.5,55.2,0.0,0.0,0.0,0.0,0.0,19.2,324.2,1019.7,50.9,16.0,186.1,16.1,7.0,0.5,0.0,26.0
2013-02-26,6.3,1.5,3.8,3.9,-3.0,0.7,-1.4,69.4,2.365,100.0,12.5,0.0,0.0,24.1,76.4,1022.4,66.5,14.8,98.1,8.6,4.0,0.53,0.0,26.0
2013-02-27,8.4,2.2,5.3,7.4,-3.3,1.6,3.0,86.1,37.265,100.0,58.33,0.0,0.0,32.7,51.2,1003.6,90.4,8.0,144.1,12.3,6.0,0.57,0.0,23.0
2013-02-28,9.2,4.3,7.1,8.4,1.0,5.6,0.0,61.6,0.0,0.0,0.0,0.0,0.0,14.9,283.7,1001.9,92.9,15.8,107.8,9.3,6.0,0.6,0.0,20.0
2013-03-01,7.0,2.2,4.2,4.5,-0.5,1.4,-2.7,61.3,0.0,0.0,0.0,0.0,0.0,20.8,316.4,1005.1,67.6,16.0,183.1,15.8,7.0,0.64,0.0,25.0
2013-03-02,3.9,-0.5,2.1,1.1,-5.8,-1.8,-5.1,59.3,0.0,0.0,0.0,0.0,0.0,24.4,310.8,1007.3,95.8,15.2,169.4,14.7,6.0,0.67,0.0,29.0
2013-03-03,4.0,-1.6,0.3,0.6,-7.1,-4.2,-8.0,54.2,0.0,0.0,0.0,0.0,0.0,22.0,311.1,1006.3,76.5,15.4,159.0,13.7,6.0,0.71,0.0,32.0
2013-03-04,4.4,-2.7,0.8,0.1,-8.3,-4.3,-8.3,51.2,0.0,0.0,0.0,0.0,0.0,27.7,306.4,1009.2,33.9,16.0,209.1,18.1,7.0,0.75,0.0,31.0
2013-03-05,8.9,-0.4,4.1,6.8,-5.2,1.1,-5.6,50.1,0.0,0.0,0.0,0.0,0.0,21.1,345.1,1014.9,20.9,16.0,217.0,18.9,7.0,0.78,0.0,25.0
2013-03-06,5.3,3.3,4.3,2.7,-2.2,-0.5,-1.2,67.3,0.0,0.0,0.0,0.0,0.0,39.9,59.6,1012.6,96.1,16.0,105.7,9.1,5.0,0.82,0.0,25.0
2013-03-07,3.2,0.9,2.2,-1.2,-3.6,-2.7,-1.7,75.6,4.088,100.0,45.83,0.6,0.2,29.9,9.8,1016.1,99.9,11.3,125.5,10.7,5.0,0.85,0.0,29.0
2013-03-08,5.6,-0.5,1.9,1.9,-6.1,-2.4,-1.4,80.4,14.636,100.0,70.83,0.5,1.0,26.6,351.6,1017.9,98.5,7.3,68.6,5.9,2.0,0.89,0.0,29.0
2013-03-09,12.7,2.1,6.9,12.7,-2.3,4.7,-6.2,41.6,0.0,0.0,0.0,0.1,1.1,19.1,4.1,1023.9,8.6,16.0,233.0,20.1,8.0,0.92,0.0,20.0
2013-03-10,7.8,1.8,4.5,6.5,0.0,2.7,-0.2,71.8,0.0,0.0,0.0,0.0,0.4,13.5,127.0,1027.5,24.0,16.0,238.6,19.8,8.0,0.96,0.0,24.0
2013-03-11,11.2,4.0,7.7,11.2,1.7,6.4,4.3,79.7,0.0,0.0,0.0,0.0,0.0,22.0,160.1,1023.0,91.5,15.4,192.1,16.7,7.0,0.0,0.0,19.0
2013-03-12,13.7,7.6,10.4,13.7,4.1,9.3,8.0,85.7,19.484,100.0,62.5,0.0,0.0,29.5,186.0,1011.6,92.9,11.4,39.6,3.4,2.0,0.03,0.0,14.0
2013-03-13,10.3,4.5,6.7,10.3,1.2,4.4,-2.4,54.1,0.0,0.0,0.0,0.0,0.0,22.3,290.3,1010.7,38.1,16.0,220.3,19.0,8.0,0.06,0.0,20.0
2013-03-14,4.6,-1.5,1.7,0.3,-8.5,-3.6,-11.5,38.2,0.0,0.0,0.0,0.0,0.0,32.0,301.8,1012.4,61.7,16.0,161.5,14.0,6.0,0.09,0.0,29.0
2013-03-15,8.2,-1.0,3.2,6.3,-6.0,-0.7,-8.6,42.0,0.0,0.0,0.0,0.0,0.0,24.6,278.3,1011.2,60.2,16.0,155.9,13.4,8.0,0.12,0.0,27.0
2013-03-16,5.9,0.9,2.3,2.7,-2.4,-0.2,-4.1,64.8,2.609,100.0,25.0,0.0,0.0,20.3,354.4,1009.9,73.7,12.3,136.1,11.9,6.0,0.16,0.0,28.0
2013-03-17,3.0,-1.6,1.0,1.2,-7.0,-2.6,-8.2,52.3,0.0,0.0,0.0,0.0,0.0,24.1,319.4,1019.2,35.2,16.0,151.3,13.2,6.0,0.19,0.0,31.0
2013-03-18,1.6,-2.2,-0.2,-3.0,-7.1,-4.8,-8.3,57.2,12.87,100.0,29.17,0.6,0.2,21.4,61.7,1025.6,64.1,12.1,101.1,8.8,4.0,0.22,0.0,33.0
2013-03-19,6.4,0.9,3.2,6.2,-4.2,-0.8,0.3,82.3,11.377,100.0,50.0,0.5,0.7,32.2,36.9,1008.6,84.4,12.4,87.5,7.4,4.0,0.25,0.0,27.0
2013-03-20,7.1,0.6,3.8,4.1,-4.3,0.1,-8.3,42.0,0.0,0.0,0.0,0.0,0.1,26.6,280.9,1010.2,51.2,16.0,248.6,21.5,8.0,0.28,0.0,26.0
2013-03-21,3.7,0.2,1.6,1.7,-4.6,-1.9,-9.2,46.1,0.0,0.0,0.0,0.0,0.0,19.3,333.8,1006.8,96.5,15.8,65.1,5.5,2.0,0.32,0.0,30.0
2013-03-22,4.6,-1.9,1.6,0.4,-6.5,-2.8,-9.5,44.3,0.0,0.0,0.0,0.0,0.0,29.9,284.9,1008.6,60.8,16.0,171.0,14.8,6.0,0.35,0.0,30.0
2013-03-23,7.3,0.9,3.8,3.7,-3.3,-0.2,-8.0,42.4,0.0,0.0,0.0,0.0,0.0,26.4,292.4,1011.3,42.8,16.0,256.1,22.1,9.0,0.38,0.0,26.0
2013-03-24,8.0,0.9,4.1,5.8,-2.6,1.5,-7.0,45.0,0.0,0.0,0.0,0.0,0.0,25.9,333.4,1010.5,22.7,16.0,149.9,12.9,6.0,0.41,0.0,25.0
2013-03-25,4.5,2.4,3.4,4.5,-2.4,0.1,-1.7,70.1,4.124,100.0,41.67,0.0,0.0,35.1,62.1,1001.5,87.8,13.3,76.6,6.5,3.0,0.44,0.0,26.0
2013-03-26,10.3,3.1,6.3,10.3,0.2,4.4,-3.1,53.1,0.0,0.0,0.0,0.0,0.0,16.7,319.7,1006.3,75.1,16.0,203.3,17.5,7.0,0.48,0.0,21.0
2013-03-27,11.0,2.8,6.6,11.0,-0.3,4.2,-4.7,45.7,0.0,0.0,0.0,0.0,0.0,34.2,303.6,1012.3,35.3,16.0,227.3,19.5,8.0,0.5,0.0,21.0
2013-03-28,9.2,3.1,6.5,7.4,-0.7,3.8,-2.2,54.4,0.0,0.0,0.0,0.0,0.0,28.8,322.5,1016.0,54.8,16.0,217.0,18.7,8.0,0.55,0.0,21.0
2013-03-29,12.2,4.5,8.3,12.2,1.9,6.8,-3.1,45.8,0.0,0.0,0.0,0.0,0.0,24.7,308.0,1019.5,52.9,16.0,262.9,22.7,9.0,0.58,0.0,18.0
2013-03-30,14.2,4.5,9.2,14.2,2.3,8.4,-4.0,42.1,0.0,0.0,0.0,0.0,0.0,16.4,301.5,1019.8,28.2,16.0,268.5,23.2,9.0,0.62,0.0,16.0
2013-03-31,12.0,5.9,9.0,12.0,4.1,8.1,0.3,56.7,2.364,100.0,20.83,0.0,0.0,22.1,164.0,1015.4,54.7,14.2,94.0,8.2,4.0,0.65,0.0,16.0
2013-04-01,16.8,4.0,9.5,16.8,-0.8,7.9,2.6,66.1,0.175,100.0,8.33,0.0,0.0,36.6,281.9,1006.0,53.2,13.1,187.5,16.3,8.0,0.69,0.0,15.0
2013-04-02,6.2,0.9,3.5,2.0,-3.3,-0.7,-11.9,32.2,0.0,0.0,0.0,0.0,0.0,35.8,290.3,1015.2,26.7,16.0,269.2,23.2,9.0,0.72,0.0,26.0
2013-04-03,7.5,0.8,3.8,4.1,-4.3,-0.5,-12.4,30.3,0.0,0.0,0.0,0.0,0.0,27.9,293.5,1020.7,10.0,16.0,273.1,23.6,9.0,0.75,0.0,26.0
2013-04-04,11.2,0.9,5.1,11.2,-2.8,2.6,-7.6,40.2,0.0,0.0,0.0,0.0,0.0,25.4,242.5,1024.7,22.1,16.0,262.6,22.5,9.0,0.8,0.0,23.0
2013-04-05,16.8,5.7,9.7,16.8,3.2,8.8,-5.6,36.9,0.0,0.0,0.0,0.0,0.0,36.0,308.7,1012.2,34.4,16.0,205.7,17.9,8.0,0.83,0.0,15.0
2013-04-06,11.0,2.1,5.9,11.0,-2.2,3.2,-9.5,34.8,0.0,0.0,0.0,0.0,0.0,31.8,317.8,1023.0,9.1,16.0,293.1,25.2,9.0,0.87,0.0,22.0
